,Overall Qual,Gr Liv Area,Exter Qual,Kitchen Qual,Total Bsmt SF,Garage Area,1st Flr SF,Bsmt Qual,Year Built,Garage Finish,Year Remod/Add,Fireplace Qu,Full Bath,Foundation_PConc,Mas Vnr Area,Heating QC,Neighborhood_NridgHt,BsmtFin SF 1,Bsmt Exposure,Mas Vnr Type_None,Garage Type_Detchd,Sale Type_New,Garage Type_Attchd,MS SubClass_C060,Foundation_CBlock,BsmtFin Type 1,Exterior 1st_VinylSd,Lot Frontage,Open Porch SF,Exterior 2nd_VinylSd,Wood Deck SF,Mas Vnr Type_Stone,Lot Area,Lot Shape,Paved Drive,Garage Qual,Bsmt Full Bath,Half Bath,MS Zoning_RM,Roof Style_Hip,Garage Cond,Neighborhood_NoRidge,Mas Vnr Type_BrkFace,Neighborhood_StoneBr,Roof Style_Gable,2nd Flr SF,MS SubClass_C030,Electrical,MS Zoning_RL,Garage Type_NA,Foundation_BrkTil,Bsmt Cond,Garage Type_BuiltIn,Sale Type_WD ,Land Contour_HLS,Neighborhood_OldTown,House Style_2Story,House Style_1.5Fin,Exterior 1st_Wd Sdng,Bsmt Unf SF,Neighborhood_NAmes,Neighborhood_IDOTRR,MS SubClass_C050,Neighborhood_Edwards,Exterior 2nd_Wd Sdng,Exterior 1st_CemntBd,Lot Config_CulDSac,Fence,Exterior 2nd_CmentBd,Neighborhood_Somerst,Exterior 1st_MetalSd,Exterior 2nd_MetalSd,Bedroom AbvGr,Enclosed Porch,Neighborhood_BrkSide,Screen Porch,Neighborhood_Sawyer,Exterior 1st_AsbShng,MS Zoning_C (all),Functional,Kitchen AbvGr,Condition 1_Artery,Foundation_Slab,Neighborhood_Timber,MS SubClass_C160,Exterior 1st_HdBoard,Condition 1_Feedr,Bldg Type_Twnhs,Neighborhood_MeadowV,Bldg Type_2fmCon,Condition 1_Norm,Exterior 2nd_AsbShng,MS SubClass_C190,Sale Type_COD,Condition 1_PosN,MS Zoning_FV,Bldg Type_1Fam,Bldg Type_Duplex,MS SubClass_C090,Exterior 2nd_HdBoard,MS SubClass_C120
1117,10,2633,4,4,2633.0,804.0,2633,5,2001,2,2002,4,2,1,705.0,4,0,1282.0,4,0,0,0,1,0,0,6,1,69.0,140,1,314,0,11400,3,2,3,1.0,1,0,1,3,1,1,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,1351.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1118,6,988,3,3,988.0,297.0,988,3,1959,1,1998,0,2,0,0.0,2,0,708.0,1,1,0,0,1,0,1,5,0,66.0,0,0,156,0,9240,2,2,3,1.0,0,0,1,3,0,0,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,280.0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1119,7,1055,2,2,1061.0,319.0,1055,4,1978,1,1978,0,2,0,0.0,2,0,632.0,1,1,0,0,1,0,1,6,0,24.0,32,0,108,0,2304,3,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,423.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1120,5,1422,2,2,1290.0,352.0,1422,3,1926,1,1950,0,1,1,0.0,2,0,319.0,2,1,1,0,0,0,0,4,0,54.0,0,0,0,0,7223,3,2,3,0.0,0,0,1,3,0,0,0,0,0,1,4,1,0,0,3,0,1,0,0,0,0,0,971.0,0,0,0,0,0,0,0,3,0,0,0,0,3,64,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1121,6,1320,2,2,630.0,484.0,630,4,1993,1,1994,0,2,1,0.0,4,0,338.0,1,1,1,0,0,0,0,6,1,69.0,48,1,0,0,3612,2,2,3,0.0,1,0,0,3,0,0,0,1,690,0,4,0,0,0,3,0,1,0,0,1,0,0,292.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1122,7,1688,3,4,1675.0,528.0,1688,4,1988,2,1988,5,2,0,102.0,4,0,983.0,2,0,0,0,1,0,1,6,0,63.0,48,0,0,0,12680,2,2,3,1.0,0,0,0,3,0,1,0,1,0,0,4,1,0,0,4,0,1,0,0,0,0,0,692.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,141,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1123,7,1341,2,3,1300.0,506.0,1341,4,1990,1,1990,1,1,1,0.0,3,0,637.0,4,1,0,0,1,0,0,6,0,85.0,0,0,192,0,10176,3,2,3,1.0,1,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,663.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1124,5,954,2,2,911.0,576.0,954,3,1976,1,1976,0,1,0,0.0,3,0,483.0,3,1,1,0,0,0,1,5,0,55.0,0,0,0,0,10780,2,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,428.0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1125,3,1040,2,2,0.0,400.0,1040,0,1949,1,1950,0,2,0,340.0,1,0,0.0,0,0,1,0,0,0,0,0,0,69.0,0,0,0,0,8544,3,2,3,0.0,0,0,0,3,0,1,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1126,7,1789,2,2,858.0,546.0,872,3,2001,3,2001,3,2,1,513.0,4,0,681.0,1,0,0,0,1,1,0,6,1,79.0,0,1,0,0,10646,2,2,3,1.0,1,0,0,3,0,1,0,1,917,0,4,0,0,0,3,0,1,0,0,1,0,0,177.0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1127,6,1537,3,3,1319.0,462.0,1537,3,1962,2,2005,4,1,0,237.0,2,0,0.0,1,0,0,0,1,0,1,1,0,80.0,36,0,0,0,8400,3,2,3,1.0,1,0,0,3,0,1,0,1,0,0,4,1,0,0,3,0,0,0,0,0,0,1,1319.0,1,0,0,0,1,0,0,4,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1128,5,884,2,2,884.0,270.0,884,3,1951,3,1991,0,1,0,0.0,4,0,741.0,1,1,0,0,1,0,1,3,0,85.0,0,0,0,0,15428,3,2,3,1.0,0,0,1,3,0,0,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,143.0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,195,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1129,8,1489,3,3,1489.0,776.0,1489,4,2006,2,2006,4,2,1,0.0,4,0,0.0,1,1,0,1,1,0,0,1,1,81.0,140,1,0,0,11216,3,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1489.0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1130,6,1309,2,3,1040.0,484.0,1309,3,1974,2,1999,2,1,0,99.0,1,0,663.0,1,0,0,0,1,0,1,5,0,78.0,0,0,265,0,10140,3,2,3,1.0,1,0,1,3,0,1,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1131,6,2521,2,2,942.0,576.0,1291,4,1973,3,1973,4,2,0,0.0,3,0,837.0,1,1,0,0,1,0,1,5,0,42.0,20,0,728,0,3964,3,2,3,1.0,1,1,0,3,0,0,0,1,1230,0,4,0,0,0,3,0,1,0,0,1,0,0,105.0,0,0,0,0,0,1,0,4,1,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1132,8,1634,3,3,1626.0,866.0,1634,4,2006,2,2006,4,2,1,248.0,4,1,0.0,1,0,0,0,1,0,0,1,1,98.0,44,1,0,1,11428,2,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,1626.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1133,7,1714,2,2,980.0,496.0,980,4,1988,1,1988,3,2,0,42.0,2,0,394.0,1,0,0,0,1,1,1,6,0,80.0,66,0,228,0,10421,3,2,3,0.0,1,0,0,3,0,1,0,1,734,0,4,1,0,0,3,0,1,0,0,1,0,0,586.0,0,0,0,0,0,0,0,3,0,0,0,0,3,156,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1134,7,2454,2,2,819.0,576.0,1312,3,1879,1,1987,4,2,1,0.0,2,0,0.0,1,1,0,0,1,0,0,1,0,75.0,148,0,0,0,13500,3,0,3,0.0,0,1,0,3,0,0,0,1,1142,0,3,0,0,0,3,0,1,0,1,0,0,1,819.0,0,0,0,0,1,0,0,3,0,0,0,0,3,150,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1135,6,1216,2,2,1216.0,336.0,1216,3,1969,1,1969,0,1,0,200.0,2,0,955.0,3,0,0,0,1,0,1,4,0,75.0,0,0,0,0,9000,3,2,3,1.0,0,0,0,3,0,1,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,261.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1136,8,1419,3,3,1419.0,567.0,1419,4,2007,2,2007,4,2,1,0.0,4,0,945.0,3,0,0,1,1,0,0,6,0,60.0,0,0,140,0,8089,3,2,3,1.0,0,0,0,3,0,1,1,1,0,0,4,1,0,0,3,0,0,1,0,0,0,0,474.0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1137,6,980,2,2,945.0,0.0,980,4,1975,0,1975,0,2,0,250.0,2,0,945.0,4,0,0,0,0,0,1,6,0,35.0,0,0,0,0,9400,2,2,0,0.0,0,0,0,0,0,1,0,0,0,0,4,1,1,0,4,0,1,0,0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1138,6,1573,3,3,756.0,440.0,769,4,2000,1,2000,0,2,1,216.0,4,0,417.0,1,0,1,0,0,0,0,6,0,24.0,32,0,0,0,2117,3,2,3,0.0,1,0,0,3,0,1,0,1,804,0,4,0,0,0,3,0,1,0,0,1,0,0,339.0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1139,6,2443,3,3,1158.0,744.0,1158,4,2004,2,2004,4,2,1,353.0,4,0,0.0,3,0,0,0,0,1,0,1,1,85.0,127,1,193,0,10625,3,2,3,0.0,1,0,0,3,0,1,0,1,1285,0,4,0,0,0,3,1,1,0,0,1,0,0,1158.0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1140,8,2362,3,3,1220.0,1105.0,1220,5,1998,2,1998,3,2,1,0.0,4,0,901.0,2,1,0,0,1,1,0,6,1,106.0,0,1,147,0,8413,2,2,4,1.0,1,0,0,3,0,0,0,1,1142,0,4,0,0,0,3,0,1,0,0,1,0,0,319.0,0,0,0,0,0,0,0,0,0,1,0,0,3,36,0,144,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1141,10,2775,4,3,1237.0,880.0,1521,3,1893,1,2000,4,3,0,0.0,3,0,0.0,1,1,1,0,0,0,0,1,0,75.0,502,0,105,0,13500,3,2,4,0.0,1,1,0,3,0,0,0,1,1254,0,4,0,0,1,3,0,1,0,1,0,0,1,1237.0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1142,8,2014,3,3,2014.0,864.0,2014,4,1980,2,1980,4,2,0,115.0,3,0,1733.0,4,0,0,0,1,0,1,5,1,69.0,0,1,462,0,15676,2,2,3,1.0,0,0,0,3,0,1,0,1,0,0,4,1,0,0,4,0,1,0,0,0,0,0,189.0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1143,7,2520,3,3,1203.0,721.0,1214,4,1995,2,1995,3,2,1,290.0,4,0,565.0,1,0,0,0,1,1,0,6,1,82.0,114,1,224,0,9950,2,2,3,0.0,1,0,0,3,1,1,0,1,1306,0,4,1,0,0,3,0,1,0,0,1,0,0,638.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1144,6,1494,2,2,1208.0,461.0,1494,3,1974,3,2002,2,2,0,250.0,4,0,126.0,4,0,0,0,1,0,1,4,0,39.0,0,0,296,0,15410,2,2,3,1.0,0,0,1,3,0,0,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,223.0,0,0,0,0,0,0,1,4,0,0,0,0,3,186,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1145,5,616,2,2,616.0,205.0,616,3,1921,1,1950,0,1,0,0.0,3,0,616.0,1,1,1,0,0,0,1,2,0,50.0,0,0,0,0,6000,3,2,3,0.0,0,1,0,3,0,0,0,1,0,1,4,0,0,0,3,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,129,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1146,6,1465,2,2,789.0,393.0,789,4,1998,3,1998,4,2,1,0.0,3,0,0.0,1,1,0,0,1,1,0,1,1,63.0,75,1,0,0,8402,2,2,3,0.0,1,0,0,3,0,0,0,1,676,0,4,1,0,0,3,0,1,0,0,1,0,0,789.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1147,8,1629,3,3,3206.0,880.0,1629,4,2003,2,2004,4,2,1,296.0,4,1,1124.0,1,0,0,0,1,0,0,6,1,85.0,0,1,0,0,10655,2,2,3,1.0,0,0,0,3,0,1,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,1603.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1148,5,912,2,2,912.0,275.0,912,3,1958,2,1958,0,1,0,1.0,4,0,456.0,1,1,0,0,1,0,1,3,0,70.0,0,0,0,0,10150,3,2,3,0.0,0,0,0,3,0,0,0,1,0,0,3,1,0,0,3,0,0,0,0,0,0,1,456.0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1149,7,1552,3,3,1552.0,782.0,1552,4,2005,2,2006,0,2,1,196.0,4,0,24.0,3,0,0,1,1,0,0,6,1,84.0,20,1,144,0,10084,3,2,3,0.0,0,0,0,3,0,1,0,1,0,0,4,1,0,0,3,0,0,0,0,0,0,0,1528.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1150,7,1430,3,3,1413.0,605.0,1430,4,2001,2,2002,0,2,1,0.0,4,0,0.0,1,1,0,0,1,0,0,1,1,67.0,33,1,0,0,16285,1,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,1413.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1151,6,1458,2,2,729.0,440.0,729,4,1999,1,1999,2,2,1,1129.0,3,0,419.0,1,0,1,0,0,0,0,6,0,34.0,32,0,0,0,3230,3,2,3,0.0,1,0,0,3,0,1,0,1,729,0,4,0,0,0,3,0,1,0,0,1,0,0,310.0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1152,6,1488,2,2,1488.0,552.0,1488,4,1968,2,1968,4,2,1,0.0,4,0,813.0,1,1,0,0,1,0,0,4,0,69.0,0,0,0,0,21579,2,2,3,0.0,0,0,1,3,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,675.0,0,0,0,0,0,0,1,0,0,0,0,0,3,216,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1153,7,1582,3,3,770.0,520.0,770,4,2004,2,2004,0,2,1,0.0,4,0,490.0,1,1,0,0,1,1,0,6,1,64.0,45,1,0,0,8320,3,2,3,0.0,1,0,0,3,0,0,0,1,812,0,4,1,0,0,3,0,1,0,0,1,0,0,280.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1154,4,864,2,3,864.0,660.0,864,3,1970,1,1970,0,1,0,0.0,2,0,375.0,1,1,1,0,0,0,1,5,0,60.0,0,0,96,0,6960,3,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,250.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1155,5,1838,3,2,732.0,372.0,734,4,2005,3,2005,4,2,1,0.0,4,0,0.0,3,1,0,0,0,1,0,1,1,60.0,40,1,100,0,21930,0,2,3,0.0,1,0,0,3,0,0,0,1,1104,0,4,1,0,0,4,1,1,0,0,1,0,0,732.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1156,5,816,3,3,816.0,264.0,816,3,1982,1,2008,5,1,0,0.0,4,0,641.0,1,1,0,0,1,0,1,5,1,60.0,0,1,0,0,6600,3,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,175.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1157,4,1529,2,2,0.0,240.0,1088,0,1945,1,1950,0,2,0,0.0,2,0,0.0,0,1,1,0,0,0,0,0,0,50.0,0,0,92,0,8405,3,0,3,0.0,0,0,0,3,0,0,0,1,441,0,2,1,0,0,0,0,1,0,0,0,1,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,4,185,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1158,9,2276,3,4,2271.0,1348.0,2276,4,2008,2,2008,4,2,1,554.0,4,0,2085.0,4,0,0,0,1,0,0,6,1,91.0,0,1,0,1,11778,3,2,4,1.0,0,0,1,3,0,0,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,186.0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,0,255,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1159,5,1077,2,2,961.0,338.0,1077,2,1920,1,1950,0,1,0,0.0,3,0,0.0,1,1,1,0,0,0,0,1,0,60.0,0,0,0,0,8967,3,0,1,0.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,961.0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1160,8,2161,3,4,1582.0,789.0,1610,5,2007,3,2007,4,1,1,300.0,4,1,1288.0,1,0,0,1,1,1,0,6,1,86.0,120,1,178,1,10562,3,2,3,1.0,1,0,0,3,0,0,0,1,551,0,4,1,0,0,3,0,0,0,0,1,0,0,294.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1161,7,1409,3,3,1409.0,576.0,1409,4,2002,2,2002,4,1,1,0.0,4,0,1392.0,1,1,0,0,1,0,0,6,1,44.0,144,1,0,0,12864,2,2,3,1.0,1,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,17.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,145,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1162,5,1114,2,3,1114.0,576.0,1114,3,2004,1,2004,0,1,1,0.0,4,0,646.0,1,1,1,0,0,0,0,6,1,66.0,102,1,0,0,13695,3,2,3,1.0,1,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,468.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1163,5,1073,2,2,1073.0,515.0,1073,3,1965,2,1965,0,1,0,168.0,2,0,836.0,1,0,0,0,1,0,1,5,0,79.0,0,0,0,0,10289,3,2,3,1.0,1,0,1,3,0,1,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,237.0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1164,10,2402,4,4,3094.0,672.0,2402,5,2008,3,2008,4,2,1,200.0,4,1,1767.0,4,0,0,0,1,0,0,6,1,105.0,72,1,0,1,15431,3,2,3,1.0,0,0,1,3,0,0,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,788.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,170,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1165,6,1232,2,2,1232.0,516.0,1232,4,1984,1,1984,0,2,1,0.0,2,0,660.0,1,1,0,0,1,0,0,4,0,69.0,0,0,0,0,11120,2,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,572.0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1166,6,1440,3,3,1344.0,920.0,1440,4,1993,1,1993,0,2,1,0.0,3,0,261.0,3,1,0,0,1,0,0,2,0,73.0,0,0,288,0,9069,3,2,3,2.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
1167,6,1488,2,2,1488.0,738.0,1488,3,1950,2,1950,3,2,0,44.0,3,0,0.0,1,0,0,0,1,0,1,1,0,69.0,0,0,0,0,47280,2,2,3,0.0,1,0,1,3,0,1,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,1488.0,0,0,0,0,0,0,0,0,0,0,0,0,3,180,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1168,7,1509,3,3,783.0,393.0,807,4,2003,3,2003,4,2,1,0.0,4,0,0.0,1,1,0,0,1,1,0,1,1,63.0,75,1,0,0,7875,3,2,3,0.0,1,0,0,3,0,0,0,1,702,0,4,1,0,0,3,0,1,0,0,1,0,0,783.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1169,5,845,2,3,845.0,264.0,845,3,1982,1,2005,0,1,0,0.0,3,0,638.0,1,1,0,0,1,0,1,6,0,60.0,0,0,0,0,6600,3,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,207.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1170,10,2945,4,3,1410.0,641.0,1426,5,2006,3,2006,4,3,1,1031.0,4,0,0.0,4,0,0,1,0,1,0,1,1,66.0,0,1,192,0,13682,1,2,3,0.0,1,0,1,3,0,1,1,0,1519,0,4,1,0,0,3,1,0,1,0,1,0,0,1410.0,0,0,0,0,0,0,1,0,0,0,0,0,3,37,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1171,6,1431,2,2,1099.0,296.0,1431,4,1962,2,1962,4,1,0,305.0,3,0,371.0,4,0,0,0,0,0,1,6,0,101.0,110,0,64,0,9150,2,2,3,0.0,0,0,0,3,0,1,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,728.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1172,5,892,2,2,892.0,288.0,892,3,1967,2,1967,0,1,0,60.0,2,0,432.0,1,0,0,0,1,0,1,4,0,65.0,0,0,0,0,7150,3,2,3,0.0,0,0,0,3,0,1,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,460.0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1173,7,1329,2,2,1329.0,441.0,1329,3,1960,1,1960,4,1,0,128.0,3,0,544.0,1,0,0,0,1,0,1,4,0,69.0,0,0,0,0,12285,2,2,3,0.0,1,0,0,3,0,1,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,785.0,1,0,0,0,0,0,0,0,0,0,0,0,3,203,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
