,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type
1017,C070,RL,69.0,7500,2,Bnk,3,Inside,2,Crawfor,Norm,1Fam,2Story,6,7,1942,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,4,547.0,1,0.0,224.0,771.0,1,4,753,741,0,1494,0.0,0.0,1,0,3,1,3,7,4,Attchd,1,213.0,3,3,1,0,0,0,0,224,0,0,0,11,2009,WD 
1018,C020,RL,76.0,10612,3,Lvl,3,Inside,2,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,BrkFace,248.0,3,2,PConc,4,3,2,6,28.0,1,0.0,1496.0,1524.0,3,4,1534,0,0,1534,0.0,0.0,2,0,3,1,3,7,4,Attchd,3,484.0,3,3,2,168,46,0,0,0,0,0,0,1,2007,WD 
1019,C050,RM,51.0,6120,3,Lvl,3,Inside,2,BrkSide,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,2,1,2,273.0,1,0.0,679.0,952.0,2,3,994,588,0,1582,0.0,0.0,2,0,3,1,2,7,4,Detchd,1,250.0,2,3,2,189,0,34,150,0,0,0,0,2,2009,WD 
1020,C060,RL,90.0,12376,3,Lvl,3,Corner,2,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,Hip,Plywood,Plywood,None,0.0,2,2,PConc,4,3,2,6,1470.0,1,0.0,203.0,1673.0,3,4,1699,1523,0,3222,1.0,0.0,3,0,5,1,3,7,3,Attchd,1,594.0,3,3,2,367,0,0,0,0,0,0,0,5,2010,WD 
1021,C020,RL,100.0,10004,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Gable,HdBoard,Plywood,BrkFace,180.0,2,2,CBlock,3,3,1,3,196.0,4,345.0,975.0,1516.0,2,4,1516,0,0,1516,0.0,0.0,1,1,3,1,2,7,0,Attchd,2,472.0,3,3,2,0,0,0,0,152,0,0,0,2,2009,WD 
1022,C030,RL,55.0,8250,3,Lvl,3,Inside,2,Edwards,Norm,1Fam,1Story,5,7,1935,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,2,4,1032,0,0,1032,0.0,0.0,1,0,2,1,2,7,3,Detchd,1,260.0,3,3,2,0,0,121,0,0,0,0,0,6,2006,WD 
1023,C020,RM,103.0,12205,3,Lvl,3,Inside,2,OldTown,Norm,1Fam,1Story,3,1,1949,1992,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,2,2,1,1,0.0,1,0.0,448.0,448.0,3,4,1588,0,0,1588,0.0,0.0,2,0,5,1,2,2,0,NA,0,0.0,0,0,0,0,0,0,0,0,0,3,0,12,2008,WD 
1024,C020,RL,103.0,11175,2,Lvl,3,Corner,2,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1316.0,1316.0,4,4,1316,0,0,1316,0.0,0.0,2,0,3,1,3,7,4,Attchd,3,440.0,3,3,2,0,20,0,0,0,0,0,0,10,2007,New
1025,C020,RL,85.0,9965,3,Lvl,3,FR2,2,Somerst,Feedr,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1528.0,1528.0,4,4,1528,0,0,1528,0.0,0.0,3,2,3,1,3,7,3,Attchd,1,480.0,3,3,2,0,228,0,0,0,0,0,0,9,2007,New
1026,C070,RM,50.0,8660,3,Bnk,3,Inside,2,IDOTRR,Norm,1Fam,2Story,5,6,1900,1993,Gambrel,AsbShng,AsbShng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,760.0,760.0,4,4,928,928,312,2168,0.0,0.0,2,0,5,1,3,7,0,Detchd,1,576.0,3,3,2,467,160,78,0,0,0,0,0,12,2009,WD 
1027,C050,RL,82.0,12375,3,Lvl,3,Inside,2,Sawyer,Feedr,1Fam,1.5Fin,5,5,1951,1951,Gable,HdBoard,HdBoard,Stone,41.0,2,1,CBlock,3,3,1,4,329.0,1,0.0,477.0,806.0,2,4,1081,341,0,1422,1.0,0.0,1,0,3,1,2,7,3,Detchd,1,288.0,3,3,2,0,0,0,0,0,0,2,0,6,2006,WD 
1028,C020,RL,60.0,8070,3,Lvl,3,Inside,2,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,6,588.0,1,0.0,402.0,990.0,4,4,990,0,0,990,1.0,0.0,1,0,3,1,2,7,0,NA,0,0.0,0,0,2,0,0,0,0,0,0,0,0,8,2007,WD 
1029,C020,RL,84.0,8658,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,6,5,1965,1965,Gable,Wd Sdng,Wd Sdng,BrkFace,101.0,2,2,CBlock,3,3,1,3,643.0,1,0.0,445.0,1088.0,4,4,1324,0,0,1324,0.0,0.0,2,0,3,1,2,7,3,Attchd,2,440.0,3,3,2,0,138,0,0,0,0,2,0,12,2006,WD 
1030,C060,RL,69.0,8063,3,Lvl,3,Inside,2,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,924.0,924.0,4,4,948,742,0,1690,0.0,0.0,2,1,3,1,2,7,3,Attchd,2,463.0,3,3,2,100,48,0,0,0,0,0,0,11,2007,WD 
1031,C020,RM,49.0,8235,2,HLS,3,Inside,2,OldTown,Feedr,1Fam,1Story,5,7,1955,1995,Gable,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,2,180.0,3,645.0,0.0,825.0,2,4,825,0,0,825,1.0,0.0,1,0,2,1,2,7,0,Detchd,2,720.0,3,3,2,140,50,0,0,0,0,3,0,6,2008,WD 
1032,C060,RL,78.0,11700,3,Lvl,3,Inside,2,NWAmes,RRAn,1Fam,2Story,6,6,1968,1968,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,3,298.0,1,0.0,429.0,727.0,4,4,829,727,0,1556,0.0,0.0,1,1,4,1,2,7,0,Attchd,1,441.0,3,3,2,0,0,0,0,0,0,0,0,5,2009,WD 
1033,C060,RL,74.0,12961,3,Lvl,3,Inside,2,Mitchel,Norm,1Fam,2Story,6,5,1993,1994,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,6,944.0,1,0.0,208.0,1152.0,4,4,1152,645,0,1797,1.0,0.0,2,1,3,1,3,7,2,Attchd,3,616.0,3,3,2,162,312,0,0,0,0,0,0,3,2010,WD 
1034,C020,RL,65.0,8450,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,6,1968,1968,Gable,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,4,775.0,1,0.0,281.0,1056.0,4,4,1056,0,0,1056,1.0,0.0,1,0,3,1,2,7,2,Attchd,1,304.0,3,3,2,0,85,184,0,0,0,0,0,7,2010,WD 
1035,C075,RM,90.0,22950,1,Lvl,3,Inside,2,OldTown,Artery,1Fam,2.5Fin,10,9,1892,1993,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,1107.0,1107.0,4,4,1518,1518,572,3608,0.0,0.0,2,1,4,1,4,7,3,Detchd,1,840.0,5,3,2,0,260,0,0,410,0,4,0,6,2006,WD 
1036,C120,RM,41.0,5748,2,HLS,3,Inside,1,Crawfor,Norm,TwnhsE,1Story,8,5,2005,2006,Hip,CemntBd,CmentBd,Stone,473.0,3,2,PConc,5,3,4,6,1573.0,1,0.0,0.0,1573.0,4,4,1778,0,0,1778,2.0,0.0,2,0,2,1,4,7,4,Attchd,3,495.0,3,3,2,123,53,0,0,153,0,0,0,2,2006,New
1037,C020,RL,70.0,10500,3,Lvl,3,FR2,2,NAmes,Norm,1Fam,1Story,4,5,1971,1971,Gable,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,5,432.0,1,0.0,432.0,864.0,2,4,864,0,0,864,0.0,0.0,1,0,3,1,2,7,1,NA,0,0.0,0,0,2,0,0,0,0,0,0,0,0,4,2010,ConLI
1038,C020,FV,62.0,7500,3,Lvl,3,Inside,2,Somerst,Norm,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,410.0,1,0.0,811.0,1221.0,4,4,1221,0,0,1221,1.0,0.0,2,0,2,1,3,7,0,Attchd,2,400.0,3,3,2,0,113,0,0,0,0,0,0,10,2009,WD 
1039,C040,RL,62.0,10042,3,Bnk,3,Corner,2,Edwards,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,2,144.0,5,278.0,238.0,660.0,2,4,740,125,0,865,1.0,0.0,1,0,2,1,2,7,4,Detchd,1,216.0,3,3,2,0,0,84,0,0,0,0,0,8,2007,WD 
1040,C160,FV,24.0,2544,3,Lvl,3,Inside,2,Somerst,Norm,Twnhs,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,600.0,600.0,4,4,520,623,80,1223,0.0,0.0,2,1,2,1,3,7,0,Detchd,2,480.0,3,3,2,0,166,0,0,0,0,0,0,7,2006,WD 
1041,C160,FV,35.0,3768,3,Lvl,3,FR2,2,Somerst,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,MetalSd,MetalSd,BrkFace,218.0,3,2,PConc,4,3,1,6,549.0,1,0.0,142.0,691.0,4,4,713,739,0,1452,1.0,0.0,2,1,3,1,3,7,0,Detchd,1,506.0,3,3,2,0,34,0,0,0,0,0,0,9,2009,WD 
1042,C050,RM,69.0,10320,3,Lvl,3,Inside,2,IDOTRR,Norm,1Fam,1.5Fin,5,6,1915,1978,Gable,HdBoard,HdBoard,None,0.0,2,1,BrkTil,3,2,1,1,0.0,1,0.0,880.0,880.0,3,4,880,428,0,1308,0.0,0.0,2,0,2,1,2,7,0,Detchd,1,400.0,2,2,2,0,0,117,0,0,0,0,0,4,2008,WD 
1043,C080,RL,61.0,9734,2,Lvl,3,Inside,2,Gilbert,RRAn,1Fam,SLvl,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,2,6,241.0,3,113.0,30.0,384.0,4,4,744,630,0,1374,0.0,0.0,2,1,3,1,3,7,0,BuiltIn,3,400.0,3,3,2,0,0,0,0,0,0,0,0,5,2009,WD 
1044,C120,RL,43.0,3182,3,Lvl,3,Inside,2,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,14.0,3,2,PConc,4,4,1,6,16.0,1,0.0,1330.0,1346.0,4,4,1504,0,0,1504,0.0,0.0,2,0,2,1,3,7,4,Attchd,3,437.0,3,3,2,156,20,0,0,0,0,0,0,5,2008,WD 
1045,C080,RL,56.0,8872,2,HLS,3,Inside,2,Gilbert,Norm,1Fam,SLvl,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,384.0,384.0,3,4,754,630,0,1384,0.0,0.0,2,1,3,1,2,7,3,BuiltIn,3,390.0,3,3,2,0,0,0,0,0,0,0,0,3,2007,WD 
1046,C020,RL,70.0,12198,2,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,6,1955,1975,Gable,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,3,3,780.0,1,0.0,424.0,1204.0,2,4,1411,0,0,1411,0.0,0.0,1,0,3,1,2,7,3,Attchd,2,310.0,3,3,2,278,82,0,0,0,0,0,0,6,2007,COD
1047,C020,RL,80.0,8480,3,Lvl,3,Corner,2,Sawyer,Norm,1Fam,1Story,5,6,1963,1963,Hip,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,6,630.0,1,0.0,340.0,970.0,2,4,970,0,0,970,1.0,0.0,1,0,2,1,2,7,0,Detchd,1,624.0,3,3,2,0,24,0,0,192,0,0,0,7,2007,WD 
1048,C080,RL,69.0,10200,3,Lvl,3,Inside,2,Sawyer,Norm,1Fam,SLvl,5,8,1970,1970,Hip,HdBoard,HdBoard,None,0.0,2,3,PConc,4,3,3,5,704.0,1,0.0,160.0,864.0,4,4,904,0,0,904,0.0,0.0,1,0,3,1,3,7,0,2Types,1,912.0,3,3,2,143,0,0,0,0,0,3,0,6,2008,WD 
1049,C090,RL,69.0,9555,2,Lvl,3,CulDSac,2,Edwards,Norm,Duplex,2Story,5,6,1979,1979,Gable,Plywood,Plywood,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,2,4,1100,1133,0,2233,0.0,0.0,2,1,5,2,2,7,0,Attchd,3,579.0,3,4,2,0,0,0,0,0,0,0,0,2,2007,WD 
1050,C020,RL,60.0,7200,3,Lvl,3,Inside,2,CollgCr,Norm,1Fam,1Story,4,8,1972,2006,Gable,Plywood,Plywood,None,0.0,2,3,CBlock,3,3,1,3,385.0,1,0.0,0.0,385.0,3,4,875,0,0,875,0.0,0.0,1,0,3,1,3,7,0,Detchd,1,728.0,3,3,2,352,0,0,0,0,0,0,0,10,2007,WD 
1051,C190,RM,60.0,6780,3,Lvl,3,Inside,2,IDOTRR,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,Wd Sdng,Wd Sdng,None,0.0,2,1,CBlock,3,3,3,6,490.0,1,0.0,30.0,520.0,3,4,520,0,234,754,1.0,0.0,1,0,2,1,2,7,0,NA,0,0.0,0,0,0,53,0,0,0,0,0,0,0,6,2006,WD 
1052,C020,RL,69.0,53227,2,Low,3,CulDSac,1,ClearCr,Norm,1Fam,1Story,4,6,1954,1994,Flat,Plywood,Plywood,None,0.0,2,2,CBlock,4,3,4,4,1116.0,1,0.0,248.0,1364.0,4,4,1663,0,0,1663,1.0,0.0,1,0,2,1,3,6,4,Attchd,3,529.0,3,3,2,224,137,0,0,0,0,0,0,3,2008,WD 
1053,C020,RL,70.0,9100,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,6,1965,1965,Gable,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,4,338.0,3,466.0,121.0,925.0,4,4,925,0,0,925,0.0,1.0,1,0,2,1,2,7,0,Detchd,1,429.0,3,3,2,0,0,0,0,0,0,2,0,7,2009,WD 
1054,C050,RL,130.0,9600,2,HLS,3,Inside,2,Crawfor,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,1,3,428.0,1,0.0,300.0,728.0,4,4,976,332,0,1308,1.0,0.0,1,1,2,1,2,5,3,Detchd,1,256.0,3,3,2,0,70,0,0,0,0,0,0,6,2009,WD 
1055,C020,RL,81.0,14175,3,Bnk,3,Inside,1,Sawyer,PosA,1Fam,1Story,5,5,1956,1998,Hip,BrkFace,BrkFace,None,0.0,2,2,CBlock,3,3,1,3,386.0,5,522.0,332.0,1240.0,3,4,1375,0,0,1375,1.0,0.0,1,0,3,1,2,7,4,Attchd,1,323.0,3,3,2,0,0,0,0,0,0,0,0,12,2007,WD 
1056,C060,RL,110.0,14277,3,Lvl,3,Inside,2,NridgHt,Norm,1Fam,2Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,280.0,3,2,PConc,5,3,2,6,938.0,1,0.0,379.0,1317.0,4,4,1217,1168,0,2385,1.0,0.0,2,1,3,1,3,7,4,Attchd,3,818.0,3,3,2,192,228,0,0,0,0,0,0,1,2007,WD 
1057,C090,RL,60.0,9000,3,Lvl,3,FR2,2,NAmes,Norm,Duplex,2Story,5,5,1974,1974,Gable,VinylSd,VinylSd,None,0.0,2,2,CBlock,4,3,2,1,0.0,1,0.0,896.0,896.0,2,4,896,896,0,1792,0.0,0.0,2,2,4,2,2,7,0,Detchd,1,480.0,3,3,2,0,45,0,0,0,0,0,0,6,2008,WD 
1058,C020,RL,105.0,13693,3,Lvl,3,Inside,2,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Hip,VinylSd,VinylSd,Stone,554.0,3,2,PConc,5,3,4,6,1728.0,4,495.0,195.0,2418.0,4,4,2464,0,0,2464,1.0,0.0,2,1,4,1,4,7,5,Attchd,3,650.0,3,3,2,358,78,0,0,0,0,0,0,8,2008,WD 
1059,C120,RL,51.0,3635,3,Lvl,3,Inside,2,Blmngtn,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,130.0,3,2,PConc,4,3,1,5,988.0,1,0.0,398.0,1386.0,4,4,1569,0,0,1569,0.0,1.0,2,0,1,1,3,7,3,Attchd,2,660.0,3,3,2,143,20,0,0,0,0,0,0,5,2009,WD 
1060,C020,RL,84.0,10933,3,Lvl,3,Inside,2,CollgCr,Norm,1Fam,1Story,9,5,2009,2009,Hip,VinylSd,VinylSd,Stone,242.0,4,2,PConc,5,3,4,6,1021.0,1,0.0,534.0,1555.0,4,4,1680,0,0,1680,1.0,0.0,1,1,1,1,4,7,4,Attchd,3,1138.0,3,3,2,185,24,0,0,0,0,0,0,7,2009,New
1061,C020,RL,65.0,8450,3,Lvl,3,Inside,2,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,2,6,699.0,1,0.0,638.0,1337.0,4,4,1337,0,0,1337,1.0,0.0,2,0,3,1,3,7,0,Attchd,2,531.0,3,3,2,0,39,0,0,0,0,0,0,10,2007,WD 
1062,C030,RL,60.0,8550,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,6,8,1934,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,4,574.0,1,0.0,242.0,816.0,4,4,816,0,0,816,1.0,0.0,1,0,2,1,2,7,2,Attchd,1,240.0,3,3,2,228,0,40,0,0,0,3,0,7,2006,WD 
1063,C020,RL,95.0,12182,3,Lvl,3,Corner,2,NridgHt,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,226.0,3,2,PConc,4,3,2,4,1201.0,1,0.0,340.0,1541.0,4,4,1541,0,0,1541,0.0,0.0,2,0,3,1,3,7,4,Attchd,2,532.0,3,3,2,0,70,0,0,0,0,0,0,5,2010,New
1064,C050,RM,51.0,6120,3,Lvl,3,Inside,2,BrkSide,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,AsbShng,AsbShng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,884.0,884.0,4,4,989,584,0,1573,0.0,0.0,1,0,3,1,3,7,0,Detchd,1,240.0,3,3,2,0,0,54,0,120,0,0,0,7,2009,WD 
1065,C050,RL,60.0,10800,3,Lvl,3,Inside,2,NAmes,Artery,1Fam,1.5Fin,4,7,1949,1996,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,832.0,832.0,2,2,832,629,0,1461,0.0,0.0,2,0,4,1,2,7,0,Detchd,1,384.0,3,3,2,0,204,0,0,0,0,0,0,8,2009,WD 
1066,C090,RL,69.0,12760,2,Lvl,3,Inside,2,Mitchel,Norm,Duplex,1Story,6,5,1976,1976,Gable,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1958.0,1958.0,2,4,2048,0,0,2048,0.0,0.0,3,0,5,2,2,7,0,2Types,1,776.0,3,3,2,0,0,0,0,0,0,0,0,3,2010,ConLD
1067,C060,RL,69.0,7655,2,Lvl,3,CulDSac,2,Gilbert,Norm,1Fam,2Story,6,5,1993,1994,Gable,HdBoard,HdBoard,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,903.0,903.0,3,4,910,732,0,1642,0.0,0.0,2,1,3,1,2,7,3,Attchd,2,392.0,3,3,2,290,84,0,0,0,0,0,0,7,2007,WD 
1068,C070,RM,60.0,10560,3,Lvl,3,Inside,2,OldTown,Norm,1Fam,2Story,6,7,1922,1994,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,2,3,1,3,283.0,1,0.0,455.0,738.0,4,4,868,602,0,1470,0.0,0.0,1,1,2,1,2,6,0,Detchd,1,624.0,3,3,2,0,0,0,0,0,0,0,0,6,2010,WD 
1069,C060,RL,60.0,7500,3,Lvl,3,Inside,2,Gilbert,Norm,1Fam,2Story,6,5,1999,2003,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,938.0,938.0,4,4,957,1342,0,2299,0.0,0.0,3,1,5,1,2,7,3,Attchd,3,482.0,3,3,2,188,30,0,0,0,0,0,0,8,2007,WD 
1070,C060,RL,69.0,9505,2,Lvl,3,CulDSac,2,Gilbert,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,180.0,3,2,PConc,4,3,1,1,0.0,1,0.0,884.0,884.0,4,4,884,1151,0,2035,0.0,0.0,2,1,3,1,3,7,4,BuiltIn,3,434.0,3,3,2,144,48,0,0,0,0,0,0,5,2010,WD 
1071,C085,RL,69.0,10205,2,Lvl,3,Inside,2,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,3,4,784.0,1,0.0,141.0,925.0,2,4,999,0,0,999,1.0,0.0,1,0,3,1,2,7,0,Attchd,1,300.0,3,3,2,150,72,0,0,0,0,0,0,5,2006,WD 
1072,C120,FV,45.0,4379,2,Lvl,3,FR2,2,Somerst,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,MetalSd,MetalSd,None,0.0,3,2,PConc,4,3,3,6,851.0,1,0.0,527.0,1378.0,4,4,1378,0,0,1378,1.0,0.0,2,0,2,1,3,7,4,Attchd,3,540.0,3,3,2,160,56,0,0,0,0,0,0,7,2007,WD 
1073,C190,RM,65.0,7800,3,Lvl,3,Inside,2,OldTown,Artery,2fmCon,1.5Fin,5,7,1939,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,4,3,2,3,507.0,1,0.0,286.0,793.0,2,4,793,325,0,1118,1.0,0.0,1,0,3,1,2,7,4,Detchd,1,410.0,3,3,2,0,0,0,0,271,0,3,0,5,2006,WD 
1074,C090,RL,92.0,12108,3,Lvl,3,Inside,2,Edwards,Norm,Duplex,1Story,4,4,1955,1955,Gable,VinylSd,VinylSd,BrkFace,270.0,2,2,CBlock,3,3,1,5,133.0,1,0.0,1307.0,1440.0,2,2,1440,0,0,1440,0.0,0.0,2,0,4,2,1,7,0,NA,0,0.0,0,0,2,0,0,0,0,0,0,0,0,9,2008,WD 
1075,C020,RL,70.0,7000,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,7,1960,2002,Gable,Wd Sdng,Wd Sdng,BrkFace,45.0,2,2,CBlock,3,3,1,3,588.0,1,0.0,422.0,1010.0,4,4,1134,0,0,1134,0.0,0.0,1,0,2,1,2,7,0,Attchd,2,254.0,3,3,2,0,16,0,0,0,0,1,0,4,2007,WD 
1076,C050,RL,64.0,13053,3,Bnk,3,Inside,2,BrkSide,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,833.0,833.0,3,4,1053,795,0,1848,0.0,0.0,1,1,4,1,3,7,4,Detchd,1,370.0,3,3,0,0,0,0,0,220,0,0,0,6,2008,WD 
1077,C050,RL,60.0,8400,3,Bnk,3,Inside,2,SWISU,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,PConc,3,3,1,3,423.0,1,0.0,758.0,1181.0,1,4,1390,304,0,1694,0.0,0.0,2,0,4,1,2,7,4,Detchd,1,576.0,3,3,2,342,0,128,0,0,0,0,0,6,2008,WD 
1078,C020,RM,50.0,6000,3,Lvl,3,Corner,2,OldTown,Norm,1Fam,1Story,4,7,1954,2000,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,901.0,901.0,4,4,901,0,0,901,0.0,0.0,1,0,2,1,2,7,0,Detchd,1,281.0,2,3,2,0,0,0,0,0,0,0,0,8,2008,WD 
1079,C050,RM,69.0,6240,3,Lvl,3,Inside,2,BrkSide,Norm,1Fam,1.5Fin,6,5,1938,1950,Gable,VinylSd,VinylSd,None,0.0,2,2,BrkTil,3,3,1,2,52.0,1,0.0,809.0,861.0,3,4,861,548,0,1409,1.0,0.0,1,1,3,1,2,7,4,Detchd,1,528.0,3,3,2,225,0,84,0,0,0,0,0,3,2007,WD 
1080,C020,RL,141.0,31770,2,Lvl,3,Corner,2,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Hip,BrkFace,Plywood,Stone,112.0,2,2,CBlock,3,4,4,4,639.0,1,0.0,441.0,1080.0,1,4,1656,0,0,1656,1.0,0.0,1,0,3,1,2,7,4,Attchd,3,528.0,3,3,1,210,62,0,0,0,0,0,0,5,2010,WD 
1081,C060,RL,96.0,12474,3,Lvl,3,Inside,2,NridgHt,Norm,1Fam,2Story,10,5,2007,2008,Gable,VinylSd,VinylSd,Stone,272.0,4,2,PConc,5,3,3,6,1280.0,1,0.0,402.0,1682.0,4,4,1742,590,0,2332,1.0,0.0,2,1,3,1,4,7,5,BuiltIn,3,846.0,3,3,2,196,134,0,0,0,0,0,0,8,2008,New
1082,C020,RL,80.0,9600,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,7,1950,2007,Gable,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,1,5,607.0,1,0.0,506.0,1113.0,3,4,1113,0,0,1113,0.0,0.0,1,0,3,1,3,7,4,Attchd,1,264.0,3,3,2,0,80,120,0,0,0,0,0,7,2009,WD 
1083,C030,RL,64.0,8574,3,Lvl,3,Inside,2,Crawfor,Norm,1Fam,1Story,6,8,1916,2000,Gable,Stucco,Stucco,None,0.0,3,2,BrkTil,3,3,1,1,0.0,1,0.0,816.0,816.0,4,4,1232,0,0,1232,0.0,0.0,1,0,3,1,3,7,4,Detchd,1,440.0,3,3,2,0,0,180,0,0,0,0,0,10,2009,WD 
1084,C020,RL,104.0,14418,2,Lvl,3,Inside,2,NridgHt,Norm,1Fam,1Story,9,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,480.0,4,2,PConc,5,3,4,6,1375.0,1,0.0,575.0,1950.0,4,4,1950,0,0,1950,1.0,0.0,2,0,2,1,4,7,4,Attchd,3,706.0,3,3,2,156,207,0,0,0,0,0,0,5,2008,WD 
